drug_name,fact_type,extraction_method,condition,severity,frequency,interactant,clinical_effect,management
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Anaphylactic reaction,CRITICAL,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Nausea,MEDIUM,9%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Angioedema,HIGH,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypokalaemia,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Sweating increased,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Oedema peripheral,MEDIUM,2%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Urticaria,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Urinary incontinence,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Interstitial pneumonitis,HIGH,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Diarrhoea,MEDIUM,12%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Dry mouth,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Arthralgia,MEDIUM,6%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Stevens-Johnson syndrome,CRITICAL,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Toxic epidermal necrolysis,CRITICAL,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Erythema multiforme,HIGH,,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Tinnitus,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Pruritus,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Vision blurred,MEDIUM,5%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Headache,MEDIUM,8%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Libido decreased,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Asthma,HIGH,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Allergy to drug,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Angina pectoris,HIGH,2%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Sleep disorder,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Nervousness,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Malaise,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Syncope,HIGH,3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypotension,MEDIUM,9%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypertriglyceridaemia,MEDIUM,1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Insomnia,MEDIUM,2%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypovolaemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Bradycardia,MEDIUM,9%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Fever,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Edema generalised,MEDIUM,5%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Fatigue,MEDIUM,24%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Orthostatic hypotension,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Mortality,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,"Musculoskeletal
                                      Arthralgia",MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Peripheral edema,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Cardiovascular death,CRITICAL,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,"Central Nervous System
                                      Dizziness 
       Headache",MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,"Gastrointestinal
                                      Diarrhea 
       Nausea 
       Vomiting",MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Mortality + HF hospitalization,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Central Nervous System,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Hematologic,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Dizziness,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Thrombocytopenia,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Metabolic,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Insomnia,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,"Sudden death 
       Death due to circulatory failure 
       Death due to stroke",CRITICAL,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Gastrointestinal,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Hypertriglyceridemia,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,"Vision
                                      Vision abnormal",MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Cardiovascular,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,End Point,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Diarrhea,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,All-cause mortality,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Mortality + all hospitalization,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Mortality + CV hospitalization,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Bradycardia,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Body System/ Adverse Event,MEDIUM,,,,
carvedilol,SAFETY_SIGNAL,STRUCTURED_PARSE,Postural hypotension,MEDIUM,,,,
clopidogrel,INTERACTION,LLM_FALLBACK,,SEVERE,,CYP2C19 Inhibitors,Reduced plasma concentrations of the active metabolite of clopidogrel and a reduction in platelet inhibition,Avoid concomitant use
clopidogrel,INTERACTION,LLM_FALLBACK,,MODERATE,,NSAIDs,Increases the risk of gastrointestinal bleeding,
clopidogrel,INTERACTION,LLM_FALLBACK,,SEVERE,,Omeprazole,"Decreased exposure to the active metabolite of clopidogrel by 46% (Day 1) and 42% (Day 5), diminished mean inhibition of platelet aggregation by 47% (24 hours) and 30% (Day 5)",Avoid concomitant use
clopidogrel,INTERACTION,LLM_FALLBACK,,MODERATE,,Warfarin,Increases the risk of bleeding,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Skin haemorrhage,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Bleeding,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Thrombotic thrombocytopenic purpura,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Gastrointestinal haemorrhage,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Intracranial haemorrhage,HIGH,0.1%,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Bleeding fatal,CRITICAL,0.2%,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Epistaxis,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Haematuria,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Contusion,LOW,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Pruritus,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Agranulocytosis,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Aplastic anaemia,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Pancytopenia,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Retroperitoneal haemorrhage,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Colitis,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Pancreatitis,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Stomatitis,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Pyrexia,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Postoperative haemorrhage,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Acute hepatic failure,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Hepatitis,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Liver function test abnormal,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Hypersensitivity,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Anaphylactoid reaction,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Serum sickness,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Musculoskeletal haemorrhage,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Myalgia,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Arthralgia,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Arthritis,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Taste disorder,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Eye haemorrhage,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Confusional state,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Hallucination,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Bronchospasm,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Interstitial lung disease,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Respiratory tract haemorrhage,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Glomerulopathy,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Blood creatinine increased,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Rash maculopapular,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Urticaria,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Bullous dermatitis,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Eczema,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Toxic epidermal necrolysis,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Stevens-Johnson syndrome,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Angioedema,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Erythema multiforme,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Lichen planus,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Vasculitis,HIGH,,,,
clopidogrel,SAFETY_SIGNAL,LLM_FALLBACK,Hypotension,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Any noncerebral bleeding,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,MI (fatal or not),CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Ischemic stroke (fatal or not),CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Intraocular bleeding with significant loss of vision,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Requiring 2–3 units of blood,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Hemorrhagic stroke,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Non-fatal Stroke,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Requiring inotropes,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Hemorrhagic strokes,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Non-fatal MINon-fatal MI and non-fatal stroke exclude patients who died (of any cause),CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Requiring transfusion (≥4 units),MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Other major bleeding,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Significantly disabling,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Death,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Stroke,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,CV death,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Requiring surgical intervention,MEDIUM,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Fatal,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Life-threatening bleeding,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Other vascular death,CRITICAL,,,,
clopidogrel,SAFETY_SIGNAL,STRUCTURED_PARSE,Other noncerebral bleeding (non-major),MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,2. pancreatitis,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,4. hemolytic anemia,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,3. agranulocytosis,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,2. thrombocytopenia,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,1. aplastic anemia,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,4. dizziness,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,2. paresthesias,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,5. headache,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,2. systemic vasculitis,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,3. interstitial nephritis,HIGH,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,11. vomiting,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,10. nausea,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,9. constipation,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,8. diarrhea,MEDIUM,,,,
furosemide,SAFETY_SIGNAL,STRUCTURED_PARSE,"1.hepatic encephalopathy in patients 
       with hepatocellular insufficiency",MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,White blood cell count decreased,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Bronchitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Respiratory tract infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Hostility,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Emotional lability,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Conjunctivitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Hypoaesthesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Thinking abnormal,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Abnormal gait,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Hyperglycaemia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Hyperkinesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Back pain,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Vasodilatation,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Vomiting,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Constipation,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Dry mouth,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Dyspepsia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Incoordination,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Diplopia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Ataxia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Otitis media,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Diarrhoea,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Abdominal pain,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Dental disorder,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Appetite increased,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Leukopenia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Myalgia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Fatigue,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Accidental injury,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Headache,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Nystagmus,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Amnesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Pharyngitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Weight increased,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Fracture,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Asthenia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Tremor,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Nervousness,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Dysarthria,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Depression,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Muscle twitching,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Nausea,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Peripheral edema,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Somnolence,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Dizziness,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Coordination abnormal,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Abrasion,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Pruritus,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Impotence,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Rash,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Amblyopia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Viral infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Fever,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,LLM_FALLBACK,Flatulence,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Dental Abnormalities,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Tremor,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nervousness,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Weight gain,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Hyperglycemia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nervous System,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Dizziness,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Somnolence,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Ataxia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Thinking abnormal,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Abnormal gait,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Incoordination,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Amnesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Hypesthesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Respiratory System,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Pharyngitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Skin and Appendages,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Rash,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Special Senses,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,AmblyopiaReported as blurred vision,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Conjunctivitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Diplopia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Otitis media,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Fatigue,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Weight Increase,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Back Pain,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Cardiovascular,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Vasodilatation,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Dyspepsia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Mouth or Throat Dry,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nystagmus,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Body as a Whole,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Asthenia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Headache,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Accidental injury,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Increased Appetite,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Hematologic and Lymphatic Systems,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Leukopenia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Musculoskeletal System,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Myalgia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Dysarthria,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Depression,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Twitching,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Coordination Abnormal,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Rhinitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Coughing,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Abrasion,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Pruritus,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Urogenital System,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Impotence,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,AmblyopiaAmblyopia was often described as blurred vision,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Laboratory Deviations,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,WBC Decreased,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Viral Infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Fever,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nausea and/or Vomiting,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Hostility,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Emotional Lability,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Hyperkinesia,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Bronchitis,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Respiratory Infection,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Epilepsy,MEDIUM,,,,
gabapentin,SAFETY_SIGNAL,STRUCTURED_PARSE,Psychiatric,MEDIUM,,,,
